formula,minimum Number,range Number,avg_dev Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,maximum AtomicWeight,mean AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,maximum Row,range Row,avg_dev Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,range NfUnfilled,mean NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,bandgap_transformed
SiGe,14.0,18.0,9.0,78.0,79.0,1.0,78.5,0.5,78.0,72.64,50.36275,28.0855,1211.4,1687.0,475.5999999999999,1449.2,237.79999999999995,1211.4,14.0,14.0,0.0,14.0,0.0,14.0,4.0,1.0,0.5,111.0,120.0,9.0,115.5,4.5,111.0,1.9,2.01,0.1099999999999998,1.955,0.0549999999999999,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,23.005,21.7225,1.2824999999999989,20.44,0.383,0.773,0.5780000000000001,0.195,0.383,0.0,0.0,0.0,0.0,0.0,225.0,227.0,2.0,226.0,1.0,225.0,0.6312717768418578
SiHg3,14.0,66.0,24.75,71.0,78.0,7.0,72.75,2.625,71.0,200.59,157.463875,200.59,234.32,1687.0,1452.68,597.49,544.755,234.32,12.0,14.0,2.0,12.5,0.75,12.0,6.0,3.0,1.125,111.0,132.0,21.0,126.75,7.875,132.0,1.9,2.0,0.1,1.975,0.0374999999999999,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,10.5,5.25,14.0,4.0,26.0,22.0,20.5,8.25,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,20.44,25.2375862069,24.038189655175,1.799094827587501,25.2375862069,0.0,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,181.25,22.875,166.0,0.0
SiP,14.0,1.0,0.5,78.0,83.0,5.0,80.5,2.5,78.0,30.973762,29.529631,28.0855,317.3,1687.0,1369.7,1002.15,684.8499999999999,317.3,14.0,15.0,1.0,14.5,0.5,14.0,3.0,0.0,0.0,107.0,111.0,4.0,109.0,2.0,107.0,1.9,2.19,0.29,2.045,0.145,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.5,0.5,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,20.44,22.5702380952,21.5051190476,1.0651190475999996,20.44,0.773,1.625,1.199,0.426,0.773,0.0,0.0,0.0,0.0,0.0,2.0,227.0,225.0,114.5,112.5,2.0,1.0986122886681098
SiP2,14.0,1.0,0.4444444444444446,78.0,83.0,5.0,81.33333333333333,2.2222222222222237,83.0,30.973762,30.011008,30.973762,317.3,1687.0,1369.7,773.8666666666667,608.7555555555556,317.3,14.0,15.0,1.0,14.666666666666666,0.4444444444444446,15.0,3.0,0.0,0.0,107.0,111.0,4.0,108.33333333333331,1.777777777777776,107.0,1.9,2.19,0.29,2.0933333333333333,0.1288888888888889,2.19,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,20.44,22.5702380952,21.860158730133335,0.9467724867555548,22.5702380952,0.773,1.625,1.341,0.3786666666666667,1.625,0.0,0.0,0.0,0.0,0.0,2.0,227.0,225.0,77.0,100.0,2.0,1.0612565021243408
SiSb,14.0,37.0,18.5,78.0,85.0,7.0,81.5,3.5,78.0,121.76,74.92275000000001,28.0855,903.78,1687.0,783.22,1295.39,391.61,903.78,14.0,15.0,1.0,14.5,0.5,14.0,5.0,2.0,1.0,111.0,139.0,28.0,125.0,14.0,111.0,1.9,2.05,0.1499999999999999,1.975,0.0749999999999999,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,9.5,5.5,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,20.44,31.56,26.0,5.559999999999999,20.44,0.0,0.773,0.3865,0.3865,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,196.5,30.5,166.0,1.0647107369924282
SiSb3,14.0,37.0,13.875,78.0,85.0,7.0,83.25,2.625,85.0,121.76,98.341375,121.76,903.78,1687.0,783.22,1099.585,293.70750000000004,903.78,14.0,15.0,1.0,14.75,0.375,15.0,5.0,2.0,0.75,111.0,139.0,28.0,132.0,10.5,139.0,1.9,2.05,0.1499999999999999,2.0124999999999997,0.05625,2.05,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.75,0.375,3.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,12.25,4.125,15.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.25,0.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.25,0.375,3.0,20.44,31.56,28.78,4.17,31.56,0.0,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,181.25,22.875,166.0,0.0
SiSe2,14.0,20.0,8.88888888888889,78.0,89.0,11.0,85.33333333333333,4.88888888888889,89.0,78.96,62.00183333333333,78.96,494.0,1687.0,1193.0,891.6666666666666,530.2222222222222,494.0,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,4.0,1.0,0.4444444444444445,111.0,120.0,9.0,117.0,4.0,120.0,1.9,2.55,0.6499999999999999,2.3333333333333335,0.2888888888888887,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,12.0,5.333333333333333,16.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,20.44,25.92,24.093333333333337,2.435555555555556,25.92,0.773,0.799,0.7903333333333333,0.0115555555555555,0.799,0.0,0.0,0.0,0.0,0.0,14.0,227.0,213.0,85.0,94.66666666666669,14.0,1.000631880307906
SiSn,14.0,36.0,18.0,78.0,80.0,2.0,79.0,1.0,78.0,118.71,73.39775,28.0855,505.08,1687.0,1181.92,1096.04,590.96,505.08,14.0,14.0,0.0,14.0,0.0,14.0,5.0,2.0,1.0,111.0,139.0,28.0,125.0,14.0,111.0,1.9,1.96,0.06,1.93,0.03,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,20.44,33.285,26.862499999999997,6.422499999999998,20.44,0.0,0.773,0.3865,0.3865,0.0,0.0,0.0,0.0,0.0,0.0,141.0,227.0,86.0,184.0,43.0,141.0,0.46373401623214006
SiTe2Os,14.0,62.0,17.25,57.0,90.0,33.0,78.75,11.25,90.0,190.23,118.378875,127.6,722.66,3306.0,2583.34,1609.58,886.9200000000001,722.66,8.0,16.0,8.0,13.5,2.75,16.0,6.0,3.0,0.875,111.0,144.0,33.0,132.75,10.875,138.0,1.9,2.2,0.3000000000000002,2.075,0.0875,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5,1.5,4.0,0.0,10.0,10.0,6.5,3.5,10.0,0.0,14.0,3.5,5.25,0.0,4.0,22.0,18.0,14.5,5.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,14.09,34.7633333333,26.01416666665,8.749166666649998,34.7633333333,0.0,0.773,0.42525,0.212625,0.464,0.0,0.0,0.0,0.0,0.0,152.0,227.0,75.0,181.25,29.25,152.0,0.0
SiW3,14.0,60.0,22.5,51.0,78.0,27.0,57.75,10.125,51.0,183.84,144.901375,183.84,1687.0,3695.0,2008.0,3193.0,753.0,3695.0,6.0,14.0,8.0,8.0,3.0,6.0,6.0,3.0,1.125,111.0,162.0,51.0,149.25,19.125,162.0,1.9,2.36,0.4599999999999999,2.245,0.1724999999999998,2.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,14.0,10.5,5.25,14.0,4.0,20.0,16.0,16.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,6.0,4.5,2.25,6.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.5,0.75,6.0,16.05,20.44,17.1475,1.6462500000000002,16.05,0.0,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,227.0,229.0,2.0,228.5,0.75,229.0,0.0
Sm(BOs)2,5.0,71.0,31.839999999999996,23.0,72.0,49.0,56.2,13.279999999999998,57.0,190.23,110.4884,10.811,1345.0,3306.0,1961.0,2530.6,620.3199999999999,2348.0,3.0,13.0,10.0,9.0,3.2,8.0,6.0,4.0,1.92,84.0,198.0,114.0,130.8,37.44,84.0,1.17,2.2,1.0300000000000002,1.93,0.304,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,6.0,6.0,2.4,2.88,0.0,0.0,14.0,6.8,5.76,0.0,3.0,22.0,19.0,11.6,8.319999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.4,0.0,0.0,4.0,1.6,1.9200000000000004,0.0,0.0,8.0,1.6,0.0,4.0,8.0,4.0,5.2,1.12,4.0,7.1725,33.23,15.151,7.2315999999999985,7.1725,0.0,1.524,0.6096,0.7315200000000001,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,177.2,13.439999999999998,166.0,0.0
Sm(CoSi)2,14.0,48.0,13.28,23.0,78.0,55.0,59.0,15.2,58.0,150.36,64.879478,28.0855,1345.0,1768.0,423.0,1651.0,122.4,1687.0,3.0,14.0,11.0,9.8,3.3600000000000003,9.0,6.0,3.0,0.8,111.0,198.0,87.0,134.4,25.440000000000005,111.0,1.17,1.9,0.73,1.746,0.2303999999999999,1.88,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,7.0,7.0,2.8,3.359999999999999,0.0,0.0,6.0,1.2,1.92,0.0,4.0,9.0,5.0,6.8,2.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,3.0,1.2,1.44,0.0,0.0,8.0,1.6,0.0,3.0,8.0,5.0,4.4,1.4400000000000002,3.0,10.245,33.23,18.92,6.94,10.245,0.0,0.773,0.3092,0.37104,0.0,0.0,1.5484712,0.61938848,0.743266176,0.0,166.0,227.0,61.0,201.6,20.32,194.0,0.0
Sm(CuO2)2,8.0,54.0,15.673469387755103,23.0,87.0,64.0,71.28571428571429,17.959183673469386,87.0,150.36,48.77851428571428,15.9994,54.8,1357.77,1302.97,611.3914285714285,636.1044897959184,54.8,3.0,16.0,13.0,12.714285714285714,3.7551020408163263,16.0,6.0,4.0,1.3061224489795915,66.0,198.0,132.0,103.71428571428572,43.10204081632653,66.0,1.17,3.44,2.27,2.6757142857142857,0.873469387755102,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,0.0,6.0,0.8571428571428571,1.469387755102041,0.0,6.0,11.0,5.0,7.714285714285714,1.959183673469388,6.0,0.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1428571428571428,0.0,1.0,8.0,7.0,2.5714285714285716,1.5510204081632657,2.0,9.105,33.23,13.11285714285714,5.747755102040815,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,94.85714285714286,94.6938775510204,12.0,0.0
Sm(CuS)3,16.0,46.0,10.408163265306124,23.0,88.0,65.0,68.42857142857143,16.775510204081634,64.0,150.36,62.456142857142865,32.065,388.36,1357.77,969.41,940.4842857142856,473.249387755102,388.36,3.0,16.0,13.0,12.0,3.4285714285714284,11.0,6.0,3.0,0.7346938775510203,105.0,198.0,93.0,129.85714285714286,21.30612244897959,105.0,1.17,2.58,1.41,2.087142857142857,0.4224489795918368,1.9,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,1.7142857142857142,1.9591836734693877,0.0,0.0,10.0,10.0,4.285714285714286,4.8979591836734695,0.0,0.0,6.0,0.8571428571428571,1.469387755102041,0.0,6.0,11.0,5.0,8.428571428571429,2.2040816326530615,6.0,0.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1428571428571428,0.0,1.0,8.0,7.0,2.4285714285714284,1.591836734693877,1.0,11.07,33.23,20.54294642857143,8.119668367346938,11.07,0.0,2.202,0.9437142857142856,1.078530612244898,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,150.14285714285714,68.6938775510204,70.0,1.0367368849500223
Sm(CuTe)3,29.0,33.0,12.489795918367347,23.0,90.0,67.0,69.28571428571429,17.75510204081633,64.0,150.36,103.39971428571428,63.546,722.66,1357.77,635.11,1083.7557142857142,309.51061224489797,722.66,3.0,16.0,13.0,12.0,3.4285714285714284,11.0,6.0,2.0,0.6122448979591837,132.0,198.0,66.0,144.0,15.428571428571429,132.0,1.17,2.1,0.9300000000000002,1.8814285714285717,0.2032653061224489,1.9,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,1.7142857142857142,1.9591836734693877,0.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,6.0,0.8571428571428571,1.469387755102041,0.0,8.0,16.0,8.0,12.714285714285714,2.816326530612245,11.0,0.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.1428571428571428,0.0,1.0,8.0,7.0,2.4285714285714284,1.591836734693877,1.0,11.07,34.7633333333,24.38999999998571,11.41714285713061,11.07,0.0,0.464,0.1988571428571428,0.2272653061224489,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,185.28571428571428,34.04081632653061,152.0,0.20701416938432612
Sm(ErSe2)3,34.0,34.0,15.6,23.0,89.0,66.0,66.2,27.360000000000003,89.0,167.259,112.5897,78.96,494.0,1770.0,1276.0,961.9,561.4799999999999,494.0,3.0,16.0,13.0,10.8,6.24,16.0,6.0,2.0,0.96,120.0,198.0,78.0,148.5,34.2,120.0,1.17,2.55,1.38,2.0189999999999997,0.6372,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,12.0,4.2,5.040000000000001,0.0,8.0,16.0,8.0,14.6,1.6800000000000002,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.4,0.0,2.0,8.0,6.0,2.6,1.08,2.0,25.92,33.23,28.0505,2.5565999999999987,25.92,0.0,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,83.2,83.04,14.0,1.0986122886681098
Sm(InS2)3,16.0,46.0,17.4,23.0,88.0,65.0,77.6,12.48,88.0,150.36,68.7204,32.065,388.36,1345.0,956.64,496.441,169.71179999999995,388.36,3.0,16.0,13.0,13.8,2.6399999999999997,16.0,6.0,3.0,1.08,105.0,198.0,93.0,125.4,24.48,105.0,1.17,2.58,1.41,2.1990000000000003,0.4572,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.56,4.0,0.0,10.0,10.0,3.0,4.2,0.0,0.0,6.0,0.6,1.08,0.0,6.0,13.0,7.0,8.3,2.8200000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7,1.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,0.0,2.0,8.0,6.0,3.5,1.8,2.0,24.26,33.23,26.073124999999997,1.431374999999998,25.786875,0.0,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,100.3,36.36,70.0,0.7793248768009975
Sm(MnGe)2,25.0,37.0,10.720000000000002,23.0,79.0,56.0,57.0,17.6,52.0,150.36,81.103218,54.938045,1211.4,1519.0,307.5999999999999,1361.16,126.27199999999998,1211.4,3.0,14.0,11.0,9.0,4.0,7.0,6.0,2.0,0.6400000000000002,120.0,198.0,78.0,143.2,21.919999999999995,120.0,1.17,2.01,0.8399999999999999,1.658,0.2815999999999999,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,10.0,10.0,6.0,3.2,5.0,0.0,6.0,1.2,1.92,0.0,7.0,14.0,7.0,10.0,3.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,5.0,2.0,2.4,0.0,0.0,8.0,1.6,0.0,4.0,8.0,4.0,5.2,1.12,4.0,10.4875862069,33.23,20.04303448276,7.644358620688,10.4875862069,0.0,0.383,0.1532,0.18384,0.0,0.0,0.000310120689655,0.000124048275862,0.0001488579310343,0.0,166.0,225.0,59.0,210.0,17.6,217.0,0.0
Sm(NiSn)2,28.0,34.0,12.48,23.0,80.0,57.0,61.0,15.2,61.0,150.36,101.03336,58.6934,505.08,1728.0,1222.92,1162.232,525.7216000000001,505.08,3.0,14.0,11.0,10.2,3.04,10.0,6.0,2.0,0.64,124.0,198.0,74.0,144.8,21.28000000000001,124.0,1.17,1.96,0.79,1.782,0.2447999999999999,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,10.0,10.0,7.2,2.88,8.0,0.0,6.0,1.2,1.92,0.0,8.0,14.0,6.0,11.2,2.24,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,2.0,0.8,0.9600000000000002,0.0,0.0,8.0,1.6,0.0,2.0,8.0,6.0,4.0,1.6,2.0,10.32,33.285,24.088,11.014399999999998,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.23815788,0.285789456,0.0,141.0,225.0,84.0,179.6,36.32,141.0,0.0
Sm(SiAg)2,14.0,48.0,18.24,23.0,78.0,55.0,61.8,15.52,65.0,150.36,84.45348,28.0855,1234.93,1687.0,452.06999999999994,1437.7720000000002,199.3824,1234.93,3.0,14.0,11.0,10.6,3.04,11.0,6.0,3.0,1.12,111.0,198.0,87.0,142.0,24.8,111.0,1.17,1.93,0.76,1.766,0.2383999999999999,1.9,1.0,2.0,1.0,1.6,0.48,1.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,6.0,1.2,1.92,0.0,4.0,11.0,7.0,7.6,2.88,4.0,0.0,1.0,0.4,0.4800000000000001,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,0.0,1.0,8.0,7.0,3.6,2.08,1.0,16.33,33.23,21.354,4.750399999999999,16.33,0.0,0.773,0.3092,0.37104,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,214.0,19.2,225.0,0.0
Sm(SiNi)2,14.0,48.0,13.12,23.0,78.0,55.0,60.2,14.88,61.0,150.36,64.78356,28.0855,1345.0,1728.0,383.0,1635.0,116.0,1687.0,3.0,14.0,11.0,10.2,3.04,10.0,6.0,3.0,0.8,111.0,198.0,87.0,133.6,25.76,111.0,1.17,1.91,0.74,1.7579999999999998,0.2352,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,8.0,8.0,3.2,3.8400000000000007,0.0,0.0,6.0,1.2,1.92,0.0,4.0,10.0,6.0,7.2,2.56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,2.0,0.8,0.9600000000000002,0.0,0.0,8.0,1.6,0.0,2.0,8.0,6.0,4.0,1.6,2.0,10.32,33.23,18.95,6.903999999999999,10.32,0.0,0.773,0.3092,0.37104,0.0,0.0,0.5953947,0.23815788,0.285789456,0.0,166.0,227.0,61.0,214.0,19.2,225.0,0.0
Sm1.82Lu2.18Se6,34.0,37.0,15.7944,23.0,89.0,66.0,66.524,26.9712,89.0,174.9668,112.8842824,78.96,494.0,1936.0,1442.0,963.238,563.0856,494.0,3.0,16.0,13.0,10.8,6.24,16.0,6.0,2.0,0.96,120.0,198.0,78.0,148.802,34.562400000000004,120.0,1.17,2.55,1.38,2.0198,0.6362399999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,6.218,4.5384,10.0,0.0,14.0,4.144,4.9728,0.0,8.0,17.0,9.0,14.762,2.461368,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,1.962,3.0685680000000004,0.0,0.0,8.0,1.456,0.0,2.0,9.0,7.0,4.618,3.1416,2.0,25.92,33.23,27.89243,2.3669159999999985,25.92,0.0,0.799,0.4794,0.38352,0.799,0.0,0.0022471,0.0004898678,0.0007661532392,0.0,14.0,194.0,180.0,80.904,80.2848,14.0,0.9202827531436925
Sm2(PPt2)3,15.0,63.0,23.40495867768595,23.0,83.0,60.0,61.18181818181818,13.88429752066116,63.0,195.084,142.19502599999998,195.084,317.3,2041.4,1724.1,1444.5727272727274,651.0842975206612,2041.4,3.0,15.0,12.0,10.090909090909092,2.6776859504132235,10.0,6.0,3.0,1.1900826446280992,107.0,198.0,91.0,139.36363636363637,21.322314049586783,136.0,1.17,2.28,1.11,2.0536363636363637,0.3213223140495866,2.28,1.0,2.0,1.0,1.4545454545454546,0.4958677685950414,1.0,0.0,3.0,3.0,0.8181818181818182,1.190082644628099,0.0,0.0,9.0,9.0,4.909090909090909,4.462809917355372,9.0,0.0,14.0,8.727272727272727,5.75206611570248,14.0,5.0,24.0,19.0,15.909090909090908,8.826446280991735,24.0,0.0,1.0,0.5454545454545454,0.4958677685950414,1.0,0.0,3.0,3.0,0.8181818181818182,1.190082644628099,0.0,0.0,1.0,0.5454545454545454,0.4958677685950414,1.0,0.0,8.0,1.4545454545454546,0.0,2.0,8.0,6.0,3.363636363636364,1.6859504132231409,2.0,15.02,33.23,20.390064935054543,5.858252656423141,15.02,0.0,1.625,0.4431818181818182,0.6446280991735538,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,153.45454545454547,82.61157024793387,225.0,0.0
